Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Categorie,Rapport_Collecte,Categorie_encoded
2.5130203883928717,2.545612371918204,0.0,-1.0900542393116934,1.3279014761729588,14.682712969023349,Verre,"Déchet en verre collecté en provenance de l'Usine A. Poids lourd : 251.7 kg, volume 491.3 L. Très rigide, non conducteur, aspect légèrement translucide.",3
-0.23742946473026985,-0.22809825632879313,0.0,0.9179768386820415,0.6802300811811074,14.682712969023349,Métal,"Ferraille ou métal collecté issu de la collecte citoyenne. Masse 54.8 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",0
-0.23742946473026985,-0.22809825632879313,0.0,0.9179768386820415,0.6802300811811074,14.682712969023349,Métal,"Déchet métallique détecté issu de la collecte citoyenne. Poids 54.8 kg, volume 113.5 L. Conductivité élevée (0.921), rigidité importante. Poids anormalement élevé pour cette catégorie.",0
0.3486799127798467,0.18620287317580886,0.0,0.9179768386820415,0.3563943836851816,14.682712969023349,Métal,"Métal de récupération à l'Usine A. Masse 96.7 kg. Forte conductivité (0.861), rigidité élevée. Bonne valeur marchande.",0
-0.7012066986186664,-0.6845609186236888,0.0,-0.7490697137207546,-0.2912770113066699,2.157599517463204,Plastique,"Déchet plastique collecté depuis l'Usine B. Poids 21.6 kg, volume 51.4 L. Rigidité rigide, non conducteur. Surface légèrement translucide.",2
-0.8235571273111663,-0.8831788996335956,0.0,0.9179768386820415,-0.9389484062985214,0.6408200659898512,Papier,"Déchet de type papier identifié à l'Usine B. Volume estimé 24.3 L, poids 12.8 kg. Texture semi-rigide, très opaque.",1
-0.7970095374241035,-0.8667393855287641,0.0,0.9179768386820415,-1.2627841037944472,0.4815927484994713,Papier,"Lot de papier récupéré depuis l'Usine B. Poids léger de non mesuré kg, volume petit. Matériau souple, non conducteur, aspect indéterminée. Bon état général.",1
-0.7812039663886882,-0.8158135496832669,0.0,0.9179768386820415,-0.9389484062985214,0.7924323210975935,Papier,"Collecte de déchets papier provenant de l'Usine A. Masse 15.8 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",1
-0.333843663090651,-0.33595775336914346,0.0,0.9179768386820415,0.3563943836851816,14.3631288672731,Métal,"Déchet métallique détecté via la collecte citoyenne. Poids 47.9 kg, volume 98.8 L. Conductivité élevée (0.809), rigidité importante. Matériau mélangé à d'autres déchets.",0
-0.8191349551807616,-1.041151549892481,0.0,0.9179768386820415,-1.2627841037944472,0.7408510343593622,Papier,"Déchet de type papier identifié depuis le Centre de Tri. Volume estimé 2.8 L, poids 13.1 kg. Texture souple, très opaque.",1
-0.5967251009412371,-0.30152618770823,0.0,-0.26891588208356376,-0.6151127088025956,3.90182480036169,Plastique,"Déchets plastiques divers au Centre de Tri. Poids estimé non mesuré kg. Opacité semi-opaque, souplesse variable. Aucune anomalie signalée.",2
-0.333843663090651,-0.33595775336914346,0.0,0.9179768386820415,0.3563943836851816,14.3631288672731,Métal,Déchets métalliques triés issu de la collecte citoyenne. Poids 47.9 kg. Conductivité mesurée : 0.809. Matériau dense et résistant. Lot conforme aux standards de tri.,0
-0.4863937676797779,-0.39431207569362997,0.0,-0.6248137338273564,-0.2912770113066699,3.695537757565778,Plastique,"Déchets plastiques divers en provenance de l'Usine A. Poids estimé 37.0 kg. Opacité légèrement translucide, souplesse variable. Aucune anomalie signalée.",2
-0.1405836183041739,-0.13336781149541685,0.0,0.9179768386820415,1.004065778677033,14.682712969023349,Métal,"Lot métallique en provenance de l'Usine A. Poids 61.7 kg, volume 126.4 L. Conducteur, très rigide. Aspect très opaque. Conditionnement non conforme au protocole.",0
-0.1405836183041739,-0.3782048918500899,0.0,0.9179768386820415,0.3563943836851816,14.682712969023349,Métal,Déchets métalliques triés à l'Usine A. Poids non mesuré kg. Conductivité mesurée : non mesurée. Matériau dense et résistant. Légère contamination observée.,0
-0.28512000548077493,-0.2894774084972723,0.0,0.9179768386820415,0.3563943836851816,14.682712969023349,Métal,"Lot métallique depuis le Centre de Tri. Poids 51.4 kg, volume 105.2 L. Conducteur, très rigide. Aspect très opaque. Traces d'humidité détectées.",0
1.537785464353212,2.1440685343044263,0.0,-1.304184169836782,1.004065778677033,6.756870203022315,Verre,"Verre recyclable provenant de l'Usine A. Poids non mesuré kg, volume 436.6 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",3
0.8434856584268301,0.791124799750882,0.0,-1.4423738137367563,1.004065778677033,3.96501510708507,Verre,"Déchets en verre identifiés via la collecte citoyenne. Poids 132.2 kg, volume 252.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",3
-0.7818433540743985,-0.8291655226544262,0.0,0.9179768386820415,-1.586619801290373,0.7901434952624662,Papier,"Déchet de type papier identifié lors d'une collecte citoyenne. Volume estimé 31.7 L, poids 15.8 kg. Texture souple, très opaque.",1
-0.5967251009412371,-0.8648478608074668,0.0,-0.21194237704353558,-0.6151127088025956,2.82536214819007,Plastique,"Lot plastique dans un site non renseigné. Volume 26.8 L, poids non mesuré kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",2
2.154864991479987,2.161358448077362,0.0,-1.0969623062717961,1.3279014761729588,6.781633848006794,Verre,"Déchet en verre collecté lors d'une collecte citoyenne. Poids lourd : 226.1 kg, volume 439.0 L. Très rigide, non conducteur, aspect légèrement translucide.",3
-0.4777163853438279,-0.5109793978534771,0.0,-0.5725416254236666,-0.6151127088025956,3.757662872939976,Plastique,"Plastique de tri sélectif en provenance de l'Usine A. Masse 37.6 kg. Matériau semi-rigide, faible conductivité. Poids anormalement élevé pour cette catégorie.",2
1.6901509892608744,1.7423617929888127,0.0,-1.217349054957241,1.3279014761729588,5.7835075737641946,Verre,Lot de verre trié sans localisation enregistrée. Masse 192.8 kg. Matériau lourd et extrêmement rigide. Aspect indéterminée. Odeur inhabituelle signalée par l'agent.,3
-0.8201336832304239,-0.9306059277915781,0.0,0.9179768386820415,-1.586619801290373,0.6530750208978597,Papier,"Papier usagé lors d'une collecte citoyenne. Poids relevé : 13.1 kg. Faible rigidité, non conducteur. Étiquetage absent sur le conteneur.",1
-0.21748196732062414,-0.39957115773245694,0.0,-0.39174824491884264,-0.6151127088025956,5.620793091029976,Plastique,"Lot plastique en provenance de l'Usine B. Volume 90.2 L, poids 56.2 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",2
-0.7970095374241035,-0.8314111881229055,0.0,0.9179768386820415,-0.9389484062985214,0.8892052101937495,Papier,"Collecte de déchets papier à l'Usine B. Masse non mesuré kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",1
1.4084880754296485,1.3493159674642339,0.0,-1.2364521579570205,1.004065778677033,5.178543760683046,Verre,"Lot de verre trié au Centre de Tri. Masse 172.6 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. État dégradé, recyclage partiel possible.",3
-0.8246456624470484,-1.2305468942207503,0.0,0.9179768386820415,-0.9389484062985214,0.6369234201877308,Papier,"Collecte de déchets papier en provenance de l'Usine A. Masse 12.7 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",1
0.13178936344555517,0.061370086096428564,0.0,0.9179768386820415,1.004065778677033,14.682712969023349,Métal,"Métal de récupération provenant de l'Usine A. Masse 81.2 kg. Forte conductivité (0.802), rigidité élevée. Bonne valeur marchande.",0
1.0371371951622546,1.073566429291437,0.0,-1.430598324570372,1.3279014761729588,5.422371753376142,Verre,"Déchet en verre collecté sans localisation enregistrée. Poids lourd : 146.0 kg, volume 290.8 L. Très rigide, non conducteur, aspect légèrement translucide.",3
2.5130203883928717,2.545612371918204,0.0,-1.0900542393116934,1.3279014761729588,14.682712969023349,Verre,"Bris de verre ou contenants provenant de l'Usine A. Masse 251.7 kg. Matériau dense, rigidité élevée, transparence partielle. Légère contamination observée.",3
-0.8085518253135908,-0.795769858851439,0.0,0.9179768386820415,-1.586619801290373,0.6945347740511735,Papier,"Feuilles et cartons collectés au Centre de Tri. Masse totale 13.9 kg. Matériau léger, souple et opaque. Poids anormalement élevé pour cette catégorie.",1
